"Regional";"Ano";"Mês";"Data";"Ocorrencia";"Solicitacao";"Endereco";"Bairro";"Localidade";"Grau_de_Risco";"Data_da_Acao";"Tipo_da_Acao";"Quantidade";"Altura";"Largura";"Area_m"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" #$[""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" `=-[""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" ?_$.""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" >#'\""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" $!>=""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" @}>""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa da Medalha Milagrosa";" 9<-%""";"Dois Unidos";"Alto do Maracana";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa da Medalha Milagrosa";" .<^&""";"Dois Unidos";"Alto do Maracana";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa da Medalha Milagrosa";" ^[{""";"Dois Unidos";"Alto do Maracana";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa da Medalha Milagrosa";" {})!""";"Dois Unidos";"Alto do Maracana";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa da Medalha Milagrosa";" #^>""";"Dois Unidos";"Alto do Maracana";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa da Medalha Milagrosa";" ~|}[""";"Dois Unidos";"Alto do Maracana";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa da Medalha Milagrosa";" /@9=""";"Dois Unidos";"Alto do Maracana";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa da Medalha Milagrosa";" %$<!""";"Dois Unidos";"Alto do Maracana";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Doutor Moacir Sales";" {})!""";"Jordao ";"Jordao Baixo";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Sodrelia";" #""""#~""";"Linha do Tiro";"Corrego do Tiro";"R3";"2022-05-29";"";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Santa Fe";" """"#*9""";"Agua Fria";"Corrego do Deodato";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Imveis Alagados";"Vistoria";"""Rua Nova Vida";" .[?""";"Dois Unidos";"Vale do Senhor";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Porto Real";" /@9=""";"Beberibe";"Porto da Madeira";"R3";"2022-05-29";"Encaminhar para Colocacao de Lonas";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Desabamento Parcial Imveis";"Vistoria";"""Rua Nossa Senhora da Conceicao";" #^>""";"Dois Unidos";"Chagas Ferreira";"R4";"2022-05-29";"";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Doutor Moacir Sales";" .<^&""";"Jordao ";"Jordao Alto";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" .[?""";"Nova Descoberta";"Corrego do Boleiro";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto So Nos Dois";" """"#*9""";"Passarinho";"Alto So Nos Dois";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Avenida Chagas Ferreira";" +?""""]""";"Passarinho";"Alto Santa Tereza";"R4";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto So Nos Dois";" #""""#~""";"Passarinho";"Alto So Nos Dois";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto So Nos Dois";" /@9=""";"Passarinho";"Alto So Nos Dois";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Nestor Silva";" #^>""";"Passarinho";"Corrego Santa Tereza";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua So Nos Dois";" {})!""";"Passarinho";"Alto So Nos Dois";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua So Nos Dois";" ^[{""";"Passarinho";"Alto So Nos Dois";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua So Nos Dois";" .<^&""";"Passarinho";"Alto So Nos Dois";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua So Nos Dois";" %$<!""";"Passarinho";"Alto So Nos Dois";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua So Nos Dois";" 9<-%""";"Passarinho";"Alto So Nos Dois";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Juma";" $!>=""";"Nova Descoberta";"Alto das Queimadas";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Coem";" ^[{""";"Nova Descoberta";"Corrego do Boleiro";"R4";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Azambuja";" {})!""";"Nova Descoberta";"Alto da Brasileira";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Compositor Edgar de Morias";" #^>""";"Brejo da Guabiraba";"Arca de Noe";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Compositor Edgar de Morias";" ~|}[""";"Brejo da Guabiraba";"Arca de Noe";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Jequiri";" /@9=""";"Guabiraba";"Corrego Jose Idalino";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vitoria Regia";" #""""#~""";"Passarinho";"Vila Canaa";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vitoria Regia";" +?""""]""";"Passarinho";"Vila Canaa";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vitoria Regia";" #_|/""";"Passarinho";"Vila Canaa";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vitoria Regia";" .[?""";"Passarinho";"Vila Canaa";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Juma";" #$[""";"Nova Descoberta";"Alto das Queimadas";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Juma";" `=-[""";"Nova Descoberta";"Alto das Queimadas";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Juma";" ?_$.""";"Nova Descoberta";"Alto das Queimadas";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Juma";" >#'\""";"Nova Descoberta";"Alto das Queimadas";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vitoria Regia";" """"#*9""";"Passarinho";"Vila Canaa";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Coem";" .<^&""";"Nova Descoberta";"Corrego do Boleiro";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" >#'\""";"Nova Descoberta";"Alto do Reservatorio";"R4";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""3 Travessa Corrego do Fernandinho";" .<^&""";"Corrego do Jenipapo";"Corrego do Fernandinho";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Tres Morros";" ^[{""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Tres Morros";" {})!""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Coem";" %$<!""";"Nova Descoberta";"Corrego do Boleiro";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Boleiro";" 9<-%""";"Nova Descoberta";"Corrego do Boleiro";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Boleiro";" @}>""";"Nova Descoberta";"Corrego do Boleiro";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" .[?""";"Nova Descoberta";"Alto do Reservatorio";"R4";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" #_|/""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" """"#*9""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" +?""""]""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" #""""#~""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" /@9=""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Pedro Toledo";" ~|}[""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Marreco";" %$<!""";"Corrego do Jenipapo";"Corrego do Marreco";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""1 Subida do Marreco";" {})!""";"Corrego do Jenipapo";"Corrego do Marreco";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Boleiro";" #$[""";"Nova Descoberta";"Corrego do Boleiro";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Boleiro";" `=-[""";"Nova Descoberta";"Corrego do Boleiro";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Boleiro";" ?_$.""";"Nova Descoberta";"Corrego do Boleiro";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Boleiro";" >#'\""";"Nova Descoberta";"Corrego do Boleiro";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Boleiro";" $!>=""";"Nova Descoberta";"Corrego do Boleiro";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto So Nos Dois";" 9<-%""";"Passarinho";"Alto So Nos Dois";"R4";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""1 Subida do Marreco";" #^>""";"Corrego do Jenipapo";"Corrego do Marreco";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""1 Subida do Marreco";" ~|}[""";"Corrego do Jenipapo";"Corrego do Marreco";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Macieira";" /@9=""";"Corrego do Jenipapo";"Corrego do Marreco";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Macieira";" #""""#~""";"Corrego do Jenipapo";"Corrego do Marreco";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Macieira";" +?""""]""";"Corrego do Jenipapo";"Corrego do Marreco";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Ururai";" #$[""";"Passarinho";"Corrego da Telha";"R4";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Parau";" `=-[""";"Passarinho";"Corrego da Telha";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Parau";" ?_$.""";"Passarinho";"Corrego da Telha";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Parau";" >#'\""";"Passarinho";"Corrego da Telha";"R3";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto So Nos Dois";" $!>=""";"Passarinho";"Alto So Nos Dois";"R4";"2022-05-30";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Doutor Pedro Moscoso";" .<^&""";"Cohab";"Lagoa Encantada";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Doutor Pedro Moscoso";" 9<-%""";"Cohab";"Lagoa Encantada";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rio Acima";" /@9=""";"Cohab";"Vila do Sesi";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Demerval Lobao";" .[?""";"Ibura ";"Ibura de Baixo";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rio Acima";" `=-[""";"Ibura ";"Cidade Operaria";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rio Acima";" >#'\""";"Ibura ";"Vila do Sesi";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Doutor Pedro Moscoso";" {})!""";"Cohab";"Lagoa Encantada";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rio Acima";" %$<!""";"Ibura ";"Vila do Sesi";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rio Acima";" ^[{""";"Cohab";"Vila do Sesi";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rio Acima";" #^>""";"Cohab";"Vila do Sesi";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rio Acima";" @}>""";"Ibura ";"Vila do Sesi";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Demerval Lobao";" """"#*9""";"Ibura ";"Ibura de Baixo";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Doutor Moacir Sales";" 9<-%""";"Jordao";"Alto da Jaqueira";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Doutor Moacir Sales";" $!>=""";"Cohab";"Lagoa Encantada";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Doutor Moacir Sales";" ?_$.""";"Cohab";"Lagoa Encantada";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Doutor Moacir Sales";" #$[""";"Jordao";"Alto da Jaqueira";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Doutor Moacir Sales";" #_|/""";"Jordao";" Jordao Baixo";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Desabamento Parcial Imveis";"Vistoria";"""Rua Rio dos Cedros";" #""""#~""";"Ibura ";"Ibura de Baixo";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Desabamento Total Imveis";"Vistoria";"""Rua Rio dos Cedros";" """"#*9""";"Ibura ";"Ibura de Baixo";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rio dos Cedros";" .[?""";"Ibura ";"Ibura de Baixo";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rio dos Cedros";" `=-[""";"Ibura ";"Ibura de Baixo";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Avenida Doutor Benigno Jordao de Vasconcelos";" ~|}[""";"Cohab";"Lagoa Encantada";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Avenida Doutor Benigno Jordao de Vasconcelos";" {})!""";"Cohab";"Lagoa Encantada";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Doutor Moacir Sales";" #_|/""";"Cohab";"Lagoa Encantada";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Avenida Expedicionaria Antonio Aparecido";" %$<!""";"Cohab";"Ur 04";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Emilia Cavalcanti";" /@9=""";"Cohab";"Ur 05";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Avenida Doutor Benigno Jordao de Vasconcelos";" """"#*9""";"Cohab";"Lagoa Encantada";"R2";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Florestal";" #$[""";"Jordao ";"Jordao Baixo";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Dona Carentina";" $!>=""";"Jordao ";"Jordao Alto";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Barra dos Coqueiros";" #_|/""";"Jordao ";"Jordao Alto";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Travessa Dona Carentina";" .<^&""";"Jordao ";"Jordao Alto";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""5 Travessa Iraquitan";" {})!""";"Jordao";"Jordao Alto";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Prof. Jose Mario Neves";" `=-[""";"Cohab";"Lagoa Encantada";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Prof. Jose Mario Neves";" >#'\""";"Cohab";"Lagoa Encantada";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Sergio Bittencourt";" +?""""]""";"Jordao ";"Jordao Alto";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Sergio Bittencourt";" #^>""";"Cohab";"Ur 10";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Petrolandia";" /@9=""";"Jordao ";"Jordao Alto";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Sao Marcos";" %$<!""";"Cohab";"Lagoa Encantada";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-31";"Imveis com Danos / Risco";"Vistoria Setor Alagado";"""Avenida Melvin Jones";" @}>""";"Varzea";"Nao Cadastrada";"";"2022-05-31";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-31";"Imveis com Danos / Risco";"Vistoria Setor Alagado";"""Avenida Melvin Jones";" $!>=""";"Varzea";"Nao Cadastrada";"";"2022-05-31";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-31";"Imveis com Danos / Risco";"Vistoria Setor Alagado";"""Avenida Melvin Jones";" ?_$.""";"Varzea";"Nao Cadastrada";"";"2022-05-31";"Analise Visual Estrutural";"";"";"";"0"
